local_unit_code,Rural Urban,Province,Municipal Name,District,Year,Int Revenue,Fed Equalisation,Fed Conditional,Fed Complimentary,Fed Special,Capital Expenditure,Current Expenditure
10805,Urban Municipality,Koshi,Laligurans Municipality,Terathum,2023,117.143,92,,0,0,156.944,287.689
10804,Urban Municipality,Koshi,Myanglung Municipality,Terathum,2023,119.131,105.5,,26,20,124.374,368.797
10209,Urban Municipality,Koshi,Maadi Municipality,Sankhuwasava,2023,8.277,117.9,,0,0,131.601,274.042
10207,Urban Municipality,Koshi,Paachkhapan Municipality,Sankhuwasava,2023,100.088,127.6,,5,17.5,136.249,309.744
10210,Urban Municipality,Koshi,Dharmadevi Municipality,Sankhuwasava,2023,93.559,131.7,,0,0,115.516,294.599
10208,Urban Municipality,Koshi,Chainpur Municipality,Sankhuwasava,2023,156.759,166.7,,62,29,266.639,408.705
10206,Urban Municipality,Koshi,Khaadbari Municipality,Sankhuwasava,2023,196.093,189.7,,32,35,273.295,468.491
11009,Urban Municipality,Koshi,Suryoday Municipality,Ilam,2023,439.175,181.6,,17,13,434.224,563.677
11008,Urban Municipality,Koshi,Maai Municipality,Ilam,2023,201.316,130.3,,10,0,190.711,324.932
11004,Urban Municipality,Koshi,Deumai Municipality,Ilam,2023,238.576,132.9,,11,10,215.413,416.404
11003,Urban Municipality,Koshi,Illam Municipality,Ilam,2023,157.961,168.2,,15,18,313.475,574.483
10904,Urban Municipality,Koshi,Phidim Municipality,Panchathar,2023,205.705,168.8,,5,5,406.498,746.538
10106,Urban Municipality,Koshi,Fungling Municipality,Taplejung,2023,121.422,172.9,,17,30,258.852,421.712
11301,Sub-Metropolitan City,Koshi,Dharan Sub-metropolitan City,Sunsari,2023,827.914,352.8,,0,15,551.424,941.646
11306,Sub-Metropolitan City,Koshi,Itahari Sub-metropolitan City,Sunsari,2023,395.05,349.7,,45,90,745.827,892.518
11214,Metropolitan City,Koshi,Biratnagar Metropolitancity,Morang,2023,1435.816,456.8,,0,40,1141.479,1586.275
70801,Rural Municipality,Sudurpashchim,Mohanyal Rural Municipality,Kailali,2024,112.51,89.7,,9,10,103.715,270.255
70806,Rural Municipality,Sudurpashchim,Bardagoriya Rural Municipality,Kailali,2024,166.368,110.3,,20,51,184.557,301.364
70809,Rural Municipality,Sudurpashchim,Joshipur Rural Municipalit,Kailali,2024,153.071,116.3,,5,7.5,89.987,298.464
70808,Rural Municipality,Sudurpashchim,Janaki Rural Municipality,Kailali,2024,281.309,137.5,,8,6,136.373,370.593
70802,Rural Municipality,Sudurpashchim,Chure Rural Municipality,Kailali,2024,84.351,84.2,,18.5,8.5,98.706,288.747
70812,Rural Municipality,Sudurpashchim,Kailari Rural Municipality,Kailali,2024,235.688,136.9,,7.5,5.5,140.653,419.651
70906,Rural Municipality,Sudurpashchim,Laaljhadi Rural Municipality,Kanchanpur,2024,124.625,93.2,,20.5,16,155.505,214.208
70909,Rural Municipality,Sudurpashchim,Beldandi Rural Municipality,Kanchanpur,2024,15.166,93.4,,18.5,10,99.591,224.806
70504,Rural Municipality,Sudurpashchim,Bhageswor Rural Municipality,Dadeldhura,2024,14.23,75.5,,0,12,86.609,275.598
70501,Rural Municipality,Sudurpashchim,Nawadurga Rural Municipality,Dadeldhura,2024,105.733,83.9,,19.5,18,98.636,271.555
70507,Rural Municipality,Sudurpashchim,Ganyapdhura Rural Municipality,Dadeldhura,2024,96.409,77.2,,5,7,73.711,226.11
70506,Rural Municipality,Sudurpashchim,Alital Rural Municipality,Dadeldhura,2024,80.601,82.9,,7,25,121.955,287.783
70503,Rural Municipality,Sudurpashchim,Ajayameroo Rural Municipality,Dadeldhura,2024,22.468,81.7,,8,7,79.586,321.473
70404,Rural Municipality,Sudurpashchim,Surnaya Rural Municipality,Baitadi,2024,112.031,81.7,,5,9,59.491,310.641
70410,Rural Municipality,Sudurpashchim,Sigas Rural Municipality,Baitadi,2024,138.937,88.8,,5,6,80.132,305.223
70407,Rural Municipality,Sudurpashchim,Shivanath Rural Municipality,Baitadi,2024,11.425,77.9,,10,7,99.622,216.164
70406,Rural Municipality,Sudurpashchim,Pancheswor Rural Municipality,Baitadi,2024,5.107,81.1,,7.5,8,90.029,247.385
70402,Rural Municipality,Sudurpashchim,Dogadakedar Rural Municipality,Baitadi,2024,171.651,96,,7,13,114.196,349.357
70401,Rural Municipality,Sudurpashchim,Dilasaini Rural Municipality,Baitadi,2024,124.107,91.8,,10,11.5,117.556,323.292
70301,Rural Municipality,Sudurpashchim,Byans Rural Municipality,Darchula,2024,6.196,85.5,,22,10,128.573,225.801
70309,Rural Municipality,Sudurpashchim,Lekam Rural Municipality,Darchula,2024,92.031,101.2,,8,18,103.412,323.478
70308,Rural Municipality,Sudurpashchim,Malikarjun Rural Municipality,Darchula,2024,19.843,104.2,,13,25,92.698,346.996
70306,Rural Municipality,Sudurpashchim,Marma Rural Municipality,Darchula,2024,69.684,101.1,,8,21,105.149,281.162
70304,Rural Municipality,Sudurpashchim,Naugadh Rural Municipality,Darchula,2024,19.473,102.2,,6,20,97.378,286.13
70302,Rural Municipality,Sudurpashchim,Duhun Rural Municipality,Darchula,2024,97.178,87,,18.5,10,115.305,237.235
70305,Rural Municipality,Sudurpashchim,Apihimal Rural Municipality,Darchula,2024,102.758,72.8,,7,11.5,88.437,165.655
70702,Rural Municipality,Sudurpashchim,Ramaroshan Rural Municipality,Achham,2024,132.453,91.6,,5,5.5,89.129,358.987
70703,Rural Municipality,Sudurpashchim,Mellekh Rural Municipality,Achham,2024,148.874,90.9,,5,16,151.354,307.042
70707,Rural Municipality,Sudurpashchim,Bannigadhi Jaygadh Rural Municipality,Achham,2024,112.179,78.1,,7,10,66.129,262.637
70710,Rural Municipality,Sudurpashchim,Turmakhaad Rural Municipality,Achham,2024,139.639,91.1,,8,5,89.698,335.443
70709,Rural Municipality,Sudurpashchim,Dhakari Rural Municipality,Achham,2024,127.837,84.8,,6,5,58.465,303.892
70705,Rural Municipality,Sudurpashchim,Chaurpati Rural Municipality,Achham,2024,141.002,91,,5,8,97.441,315.686
70602,Rural Municipality,Sudurpashchim,Sayal Rural Municipality,Doti,2024,109.091,79.6,,11.5,8,88.516,254.207
70607,Rural Municipality,Sudurpashchim,Bogatan Rural Municipality,Doti,2024,94.956,79.8,,11.5,6,109.385,275.335
70608,Rural Municipality,Sudurpashchim,Badikedar Rural Municipality,Doti,2024,12.716,79,,10,10,79.733,269.555
70601,Rural Municipality,Sudurpashchim,Purbichauki Rural Municipality,Doti,2024,141.625,87.9,,0,0,85.308,288.001
70609,Rural Municipality,Sudurpashchim,Jorayal Rural Municipality,Doti,2024,105.765,91.1,,14,6,96.038,360.956
70606,Rural Municipality,Sudurpashchim,K. I. Singh Rural Municipality,Doti,2024,135.59,86,,6.3,20.5,97.516,237.886
70603,Rural Municipality,Sudurpashchim,Adarsha Rural Municipality,Doti,2024,5.867,90.8,,5,14.5,79.077,291.032
70203,Rural Municipality,Sudurpashchim,Surma Rural Municipality,Bajhang,2024,38.662,72.6,,10,0,87.139,156.374
70210,Rural Municipality,Sudurpashchim,Bithhadchir Rural Municipality,Bajhang,2024,160.529,100.3,,5,5,53.013,287.139
70205,Rural Municipality,Sudurpashchim,Masta Rural Municipality,Bajhang,2024,135.965,94.6,,12,28,105.662,294.006
70208,Rural Municipality,Sudurpashchim,Durgathali Rural Municipality,Bajhang,2024,99.856,89.5,,5,8,121.739,231.926
70211,Rural Municipality,Sudurpashchim,Thalara Rural Municipality,Bajhang,2024,123.364,104,,5,6.5,82.543,305.739
70204,Rural Municipality,Sudurpashchim,Talkot Rural Municipality,Bajhang,2024,68.409,85.5,,7,7.5,58.005,246.765
70207,Rural Municipality,Sudurpashchim,Chhabispathibhera Rural Municipality,Bajhang,2024,107.404,100.1,,5,11.5,86.117,335.966
70212,Rural Municipality,Sudurpashchim,Khaptadchhanna Rural Municipality,Bajhang,2024,136.616,98.1,,22,10,94.018,310.836
70209,Rural Municipality,Sudurpashchim,Kedarsyun Rural Municipality,Bajhang,2024,123.779,113.7,,8,15,124.546,376.658
70201,Rural Municipality,Sudurpashchim,Kaanda Rural Municipality,Bajhang,2024,68.925,70.2,,8,5,80.179,122.615
70101,Rural Municipality,Sudurpashchim,Himali Rural Municipality,Bajura,2024,74.511,74.5,,10,7.5,118.704,225.75
70104,Rural Municipality,Sudurpashchim,Swamikartik Rural Municipality,Bajura,2024,62.46,87.6,,5,10,81.128,251.79
70105,Rural Municipality,Sudurpashchim,Pandav Gufa Rural Municipality,Bajura,2024,55.641,75.2,,15,6,76.507,169.329
70107,Rural Municipality,Sudurpashchim,Chhededaha Rural Municipality,Bajura,2024,13.541,104.1,,5,12,132.363,268.945
70102,Rural Municipality,Sudurpashchim,Gaumul Rural Municipality,Bajura,2024,55.642,74.1,,22.5,0,91.684,221.917
70807,Urban Municipality,Sudurpashchim,Lamkichuha Municipality,Kailali,2024,103.464,177.2,,5,7.5,294.038,571.955
70811,Urban Municipality,Sudurpashchim,Bhajani Municipality,Kailali,2024,282.949,140.4,,5,5,174.476,416.114
70810,Urban Municipality,Sudurpashchim,Tikapur Municipality,Kailali,2024,103.401,182.9,,16,10,190.892,514.35
70805,Urban Municipality,Sudurpashchim,Ghoda Ghodi Municipality,Kailali,2024,393.211,177.8,,18,35,290.874,536.522
70804,Urban Municipality,Sudurpashchim,Gauriganga Municipality,Kailali,2024,340.999,152.5,,0,0,162.924,445.983
70803,Urban Municipality,Sudurpashchim,Godawari Municipality,Kailali,2024,657.661,184.2,,8,30,277.191,675.535
70902,Urban Municipality,Sudurpashchim,Shuklafanta Municipality,Kanchanpur,2024,254.912,137.9,,22,8,164.2,382.742
70905,Urban Municipality,Sudurpashchim,Mahakali Municipality,Kanchanpur,2024,34.635,122.8,,8,12,122.045,315.847
70904,Urban Municipality,Sudurpashchim,Bhimdatta Municipality,Kanchanpur,2024,649.639,237.1,,16.5,5,335.245,852.142
70908,Urban Municipality,Sudurpashchim,Belauri Municipality,Kanchanpur,2024,43.079,149.2,,23,7.5,181.283,420.899
70903,Urban Municipality,Sudurpashchim,Bedkot Municipality,Kanchanpur,2024,275.313,140.8,,7,12,177.39,399.619
70907,Urban Municipality,Sudurpashchim,Punarwas Municipality,Kanchanpur,2024,57.248,147.7,,12,20,181.264,416.069
70901,Urban Municipality,Sudurpashchim,Krishnapur Municipality,Kanchanpur,2024,324.213,149.6,,5,5,206.507,479.264
70505,Urban Municipality,Sudurpashchim,Parshuram Municipality,Dadeldhura,2024,163.236,113.7,,13,14.5,118.661,449.977
70502,Urban Municipality,Sudurpashchim,Amargadhi Municipality,Dadeldhura,2024,142.777,95.2,,21.5,7,216.019,342.143
70408,Urban Municipality,Sudurpashchim,Melauli Municipality,Baitadi,2024,9.334,90.4,,6,10,88.076,336.482
70403,Urban Municipality,Sudurpashchim,Purchaundi Municipality,Baitadi,2024,267.544,115,,22,12.5,157.721,460.169
70409,Urban Municipality,Sudurpashchim,Patan Municipality,Baitadi,2024,167.513,107.6,,5,16,89.791,439.972
70405,Urban Municipality,Sudurpashchim,Dashrathchand Municipality,Baitadi,2024,23.241,116.7,,5,10,145.067,455.466
70307,Urban Municipality,Sudurpashchim,Shailyasikhar Municipality,Darchula,2024,109.024,124.7,,10,11.5,113.374,396.811
70303,Urban Municipality,Sudurpashchim,Mahakali Municipality,Darchula,2024,19.383,128.1,,12,7,85.402,428.22
70704,Urban Municipality,Sudurpashchim,Sanfebagar Municipality,Achham,2024,191.945,109.1,,5,8,80.485,0
70706,Urban Municipality,Sudurpashchim,Mangalsen Municipality,Achham,2024,179.285,107.6,,5.5,8.5,100.013,425.898
70701,Urban Municipality,Sudurpashchim,Panchadewal Binayak Municipality,Achham,2024,154.218,92.1,,13.5,11,129.499,359.124
70708,Urban Municipality,Sudurpashchim,Kamalbajar Rural Municipality,Achham,2024,136.603,88.7,,5,10,97.61,350.258
70604,Urban Municipality,Sudurpashchim,Sikhar Municipality,Doti,2024,22.499,105.4,,15,25,126.785,425.817
70605,Urban Municipality,Sudurpashchim,Dipayal Silgadhi Municipality,Doti,2024,193.214,118.2,,12.5,15.5,155.475,370.269
70202,Urban Municipality,Sudurpashchim,Bungal Municipality,Bajhang,2024,194.25,140.7,,5,12.5,126.751,482.119
70206,Urban Municipality,Sudurpashchim,Jay Prithvi Municipality,Bajhang,2024,201.483,121.9,,5,23.5,76.326,426.599
70103,Urban Municipality,Sudurpashchim,Budhinanda Municipality,Bajura,2024,111.702,104.2,,18.5,10,80.312,312.926
70108,Urban Municipality,Sudurpashchim,Budhiganga Municipality,Bajura,2024,2.384,115.6,,13,22,192.547,362.944
70106,Urban Municipality,Sudurpashchim,Badhimalika Municipality,Bajura,2024,6.037,104.5,,14,10,111.787,270.924
70109,Urban Municipality,Sudurpashchim,Tribeni Municipality,Bajura,2024,4.223,103.9,,5,7,75.099,316.754
70813,Sub-Metropolitan City,Sudurpashchim,Dhangadhi Sub-metropolitan City,Kailali,2024,954.302,284.2,,7.5,33,610.791,1004.798
61001,Rural Municipality,Karnali,Simta Rural Municipality,Surkhet,2024,207.959,100.4,,5,7.5,126.159,419.82
61007,Rural Municipality,Karnali,Barahtal Rural Municipality,Surkhet,2024,167.405,99.5,,5,10,177.781,360.336
61009,Rural Municipality,Karnali,Chaukune Rural Municipality,Surkhet,2024,179.007,96.7,,0,8,154.898,363.6
61002,Rural Municipality,Karnali,Chingaadh Rural Municipality,Surkhet,2024,3.142,80,,8,8,115.861,335.626
60602,Rural Municipality,Karnali,Mahabu Rural Municipality,Dailekha,2024,119.299,82.7,,6,18,113.26,263.564
60603,Rural Municipality,Karnali,Bhairawi Rural Municipality,Dailekha,2024,122.972,88,,7,7.5,96.427,261.558
60609,Rural Municipality,Karnali,Bhagwatimai Rural Municipality,Dailekha,2024,4.199,83.2,,7.5,6,109.963,373.6
60601,Rural Municipality,Karnali,Naumule Rural Municipality,Dailekha,2024,144.576,87.3,,7,8,96.79,352.899
60610,Rural Municipality,Karnali,Dungeshwor Rural Municipality,Dailekha,2024,36.533,78.7,,8,8,79.989,339.682
60604,Rural Municipality,Karnali,Thantikaandh Rural Municipality,Dailekha,2024,127.845,79,,5,8,107.126,226.023
60611,Rural Municipality,Karnali,Gurans Rural Municipality,Dailekha,2024,9.334,91.4,,8,6.5,161.305,460.662
60705,Rural Municipality,Karnali,Shiwalay Rural Municipality,Jajarkot,2024,182.79,74,,22,10,187.111,0
60701,Rural Municipality,Karnali,Barekot Rural Municipality,Jajarkot,2024,284.504,79.1,,18.5,5,0,0
60703,Rural Municipality,Karnali,Juni Chade Rural Municipality,Jajarkot,2024,230.841,85.2,,5,0,113.397,0
60702,Rural Municipality,Karnali,Kushe Rural Municipality,Jajarkot,2024,154.699,86.9,,5,8.5,224.615,330.416
60504,Rural Municipality,Karnali,Sanni Tribeni Rural Municipality,Kalikot,2024,93.544,88.8,,8,5,94.207,288.62
60508,Rural Municipality,Karnali,Mahawai Rural Municipality,Kalikot,2024,53.835,72.7,,6,6.5,63.318,215.183
60501,Rural Municipality,Karnali,Palata Rural Municipality,Kalikot,2024,96.409,92.5,,5,18,113.958,276.97
60502,Rural Municipality,Karnali,Pachaaljharna Rural Municipality,Kalikot,2024,114.548,87.4,,5,28,85.682,248.489
60505,Rural Municipality,Karnali,Naraharinath Rural Municipality,Kalikot,2024,147.365,115,,19,12,131.648,303.619
60509,Rural Municipality,Karnali,Kalika Rural Municipality,Kalikot,2024,131.953,94.3,,8,8,172.21,283.79
60303,Rural Municipality,Karnali,Simkot Rural Municipality,Humla,2024,116.384,92.7,,5,5,142.973,317.977
60305,Rural Municipality,Karnali,Sarkegaadh Rural Municipality,Humla,2024,135.818,77.5,,6,11.5,119.578,260.173
60304,Rural Municipality,Karnali,Namkha Rural Municipality,Humla,2024,114.86,69.9,,5.5,5,77.313,201.126
60307,Rural Municipality,Karnali,Tanjakot Rural Municipality,Humla,2024,92.44,69.2,,5,10,88.312,172.61
60301,Rural Municipality,Karnali,Chankheli Rural Municipality,Humla,2024,134.612,70,,5,9,37.882,165.703
60302,Rural Municipality,Karnali,Kharpunath Rural Municipality,Humla,2024,84.285,71,,0,0,96.578,246.786
60306,Rural Municipality,Karnali,Adanchuli Rural Municipality,Humla,2024,39.641,69.3,,0,0,123.731,206.326
60203,Rural Municipality,Karnali,Soru Rural Municipality,Mugu,2024,66.397,88.8,,5,11.5,172.947,357.382
60204,Rural Municipality,Karnali,Khatyad Rural Municipality,Mugu,2024,103.456,103.3,,11.5,7,122.161,376.865
60201,Rural Municipality,Karnali,Mugumkarmarong Rural Municipality,Mugu,2024,38.701,69.1,,6,7,103.639,267.808
60408,Rural Municipality,Karnali,Hima Rural Municipality,Jumla,2024,69.388,83.5,,5,10,100.889,270.952
60403,Rural Municipality,Karnali,Shinja Rural Municipality,Jumla,2024,89.511,89.6,,6,11.5,95.935,242.858
60401,Rural Municipality,Karnali,Patarashi Rural Municipality,Jumla,2024,71.063,93.9,,8,6.5,124.204,241.144
60407,Rural Municipality,Karnali,Tila Rural Municipality,Jumla,2024,109.913,92.7,,13,25,104.532,305.479
60406,Rural Municipality,Karnali,Tatopani Rural Municipality,Jumla,2024,92.678,96.4,,5,8.5,128.579,322.912
60405,Rural Municipality,Karnali,Guthichaur Rural Municipality,Jumla,2024,55.924,81,,5,10,107.667,186.217
60402,Rural Municipality,Karnali,Kanakasundari Rural Municipality,Jumla,2024,85.128,91.8,,0,7.5,114.551,298.104
60102,Rural Municipality,Karnali,She Phokshundo Rural Municipality,Dolpa,2024,69.808,70.8,,8,10,142.955,138.685
60104,Rural Municipality,Karnali,Mudkechula Rural Municipality,Dolpa,2024,27.006,69.4,,8,8,86.088,212.447
60101,Rural Municipality,Karnali,Dolpo Buddha Rural Municipality,Dolpa,2024,25.495,69.1,,5,34,163.997,80.241
60103,Rural Municipality,Karnali,Jagadulla Rural Municipality,Dolpa,2024,25.464,71.2,,20,15,100.485,143.841
60108,Rural Municipality,Karnali,Chharka Tangsong Rural Municipality,Dolpa,2024,12.58,69.2,,15,9,75.99,109.73
60107,Rural Municipality,Karnali,Kaike Rural Municipality,Dolpa,2024,28.648,70.4,,5,7,164.682,155.82
60901,Rural Municipality,Karnali,Darma Rural Municipality,Salyan,2024,206.308,84.2,,5,10,116.396,264.731
60909,Rural Municipality,Karnali,Tribeni Rural Municipality,Salyan,2024,85.933,78.8,,8,5,107.402,246.245
60904,Rural Municipality,Karnali,Siddha Kumakh Rural Municipality,Salyan,2024,14.231,71.3,,8,5,73.329,250.097
60906,Rural Municipality,Karnali,Chhatreshwori Rural Municipality,Salyan,2024,113.374,90.9,,8,0,145.466,295.252
60902,Rural Municipality,Karnali,Kumakhmalika Rural Municipality,Salyan,2024,14.169,95.4,,10,10,187.234,418.842
60908,Rural Municipality,Karnali,Kalimati Rural Municipality,Salyan,2024,103.983,92.6,,7.5,7.5,97.303,295.191
60910,Rural Municipality,Karnali,Kapurkot Rural Municipality,Salyan,2024,140.668,81.3,,8,8.5,98.392,246.097
60802,Rural Municipality,Karnali,Sanibheri Rural Municipality,Rukum East,2024,451.049,90.9,,5,12.5,103.884,344.726
60803,Rural Municipality,Karnali,Baafikot Rural Municipality,Rukum East,2024,146.603,82.8,,6,16,90.818,336.763
60805,Rural Municipality,Karnali,Tribeni Rural Municipality,Rukum East,2024,359.219,85.9,,8,16.5,117.355,366.175
61006,Urban Municipality,Karnali,Birendranagar Municipality,Surkhet,2024,294.382,228.9,,5.5,10,528.551,1416.823
61003,Urban Municipality,Karnali,Lekbeshi Municipality,Surkhet,2024,200.204,110.8,,26,11,220.786,398.954
61005,Urban Municipality,Karnali,Bheriganga Municipality,Surkhet,2024,21.037,126.9,,8,0,143.627,668.381
61008,Urban Municipality,Karnali,Panchapuri Municipality,Surkhet,2024,211.811,110.1,,8,10,205.603,390.935
61004,Urban Municipality,Karnali,Gurbhakot Municipality,Surkhet,2024,262.378,130.8,,5,5,238.22,451.453
60608,Urban Municipality,Karnali,Narayan Municipality,Dailekha,2024,36.22,103.4,,6,15,113.486,525.205
60607,Urban Municipality,Karnali,Dullu Municipality,Dailekha,2024,272.417,123.9,,14,8,233.915,460.505
60606,Urban Municipality,Karnali,Chamunda Bindrasaini Municipality,Dailekha,2024,160.546,94.5,,5,8,118.722,312.207
60605,Urban Municipality,Karnali,Aathbis Municipality,Dailekha,2024,174.917,97,,5,8,102.077,368.721
60706,Urban Municipality,Karnali,Bheri Municipality,Jajarkot,2024,425.34,111.8,,14,11.5,210.485,0
60707,Urban Municipality,Karnali,Tribeni Nalgaadh Municipality,Jajarkot,2024,295.018,92.6,,5,8,112.997,417.607
60704,Urban Municipality,Karnali,Chhedagaadh Municipality,Jajarkot,2024,7.532,110.5,,5,13,121.257,928.26
60503,Urban Municipality,Karnali,Raskot Municipality,Kalikot,2024,182.989,98.2,,7,15,125.122,304.681
60507,Urban Municipality,Karnali,TilaGufa Rural Municipality,Kalikot,2024,114.41,98.5,,6,0,101.982,332.811
60506,Urban Municipality,Karnali,Khadachakra Municipality,Kalikot,2024,129.18,117.2,,8,16,90.674,382.068
60202,Urban Municipality,Karnali,Chhayanath Rara Municipality,Mugu,2024,25.537,117.2,,22,23,170.387,494.83
60404,Urban Municipality,Karnali,Chandannath Municipality,Jumla,2024,125,123.3,,0,10,152.84,356.693
60105,Urban Municipality,Karnali,Tripurasundari Municipality,Dolpa,2024,55.946,84.4,,5,10,124.959,336.112
60106,Urban Municipality,Karnali,Thulibheri Municipality,Dolpa,2024,47.589,78.1,,10,10,121.764,302.977
60907,Urban Municipality,Karnali,Sharada Municipality,Salyan,2024,206.584,115,,8,9,186.166,432.358
60905,Urban Municipality,Karnali,Baagchaur Municipality,Salyan,2024,18.973,110.6,,5.5,9.5,177.385,581.46
60903,Urban Municipality,Karnali,Baangad Kupinde Municipality,Salyan,2024,158.856,111.8,,6,9,193.354,364.397
60804,Urban Municipality,Karnali,Mushikot Municipality,Rukum East,2024,81.354,115.1,,7.5,8,256.825,475.605
60806,Urban Municipality,Karnali,Chaurjahari Rural Municipality,Rukum East,2024,449.978,100.9,,5.5,8,138.471,382.127
60801,Urban Municipality,Karnali,Aathbiskot Municipality,Rukum East,2024,512.308,108,,5,19,156.643,434.558
51208,Rural Municipality,Lumbini,Badhaiyatal Rural Municipality,Bardiya,2024,287.286,137.5,,5,5,254.813,380.254
51204,Rural Municipality,Lumbini,Geruwa Rural Municipality,Bardiya,2024,152.02,115.2,,15,11.5,162.428,315.181
51101,Rural Municipality,Lumbini,Raptisonari Rural Municipality,Banke,2024,320.129,156.3,,7,11.5,138.555,528.68
51103,Rural Municipality,Lumbini,Baijnath Rural Municipality,Banke,2024,280.639,152,,6,10,199.199,448.06
51108,Rural Municipality,Lumbini,Narainapur Rural Municipality,Banke,2024,142.764,109.2,,6,11.5,76.105,324.819
51107,Rural Municipality,Lumbini,Duduwa Rural Municipality,Banke,2024,162.983,112.3,,16.5,10,98.965,331.622
51105,Rural Municipality,Lumbini,Janaki Rural Municipality,Banke,2024,173.531,116.6,,6,5.5,103.167,307.99
51104,Rural Municipality,Lumbini,Khajura Rural Municipality,Banke,2024,284.67,146.2,,5,8.5,216.068,497.494
51004,Rural Municipality,Lumbini,Shantinagar Rural Municipality,Dang,2024,150.915,98.1,,10,8,95.135,269.174
51008,Rural Municipality,Lumbini,Rapti Rural Municipality,Dang,2024,232.673,129.2,,11,13.5,174.618,398.009
51010,Rural Municipality,Lumbini,Rajpur Rural Municipality,Dang,2024,99.006,94.8,,6.5,7.5,172.721,285.331
51005,Rural Municipality,Lumbini,Babai Rural Municipality,Dang,2024,126.47,99.9,,5,10,122.419,257.738
51001,Rural Municipality,Lumbini,Banglachuli Rural Municipality,Dang,2024,115.981,94.1,,5,8.5,112.785,315.306
51006,Rural Municipality,Lumbini,Dangisharan Rural Municipality,Dang,2024,107.19,92.3,,5,9,129.067,237.732
51009,Rural Municipality,Lumbini,Gadhwa Rural Municipality,Dang,2024,236.51,121.1,,8,11.5,156.962,370.669
50309,Rural Municipality,Lumbini,Sarumarani Rural Municipality,Pyuthan,2024,89.52,82.6,,8,10,83.458,337.812
50306,Rural Municipality,Lumbini,Mandavi Rural Municipality,Pyuthan,2024,22.164,75.5,,6.5,15,164.872,302.398
50307,Rural Municipality,Lumbini,Mallarani Rural Municipality,Pyuthan,2024,142.98,82.4,,13,8,107.129,238.867
50302,Rural Municipality,Lumbini,Naubahini Rural Municipality,Pyuthan,2024,187.271,101.9,,5,6.5,129.601,340.86
50303,Rural Municipality,Lumbini,Jhimruk Rural Municipality,Pyuthan,2024,159.363,100.5,,5,12,100.628,340.848
50301,Rural Municipality,Lumbini,Gaumukhu Rural Municipality,Pyuthan,2024,184.531,94,,5,8,89.928,328.523
50308,Rural Municipality,Lumbini,Airawati Rural Municipality,Pyuthan,2024,22.49,90.3,,5,5,235.094,387.643
50209,Rural Municipality,Lumbini,Sunil smriti Rural Municipality,Rolpa,2024,135.51,98.9,,8,6,127.347,313.512
50201,Rural Municipality,Lumbini,Sunchhahari Rural Municipality,Rolpa,2024,111.293,73.2,,5,7.5,92.208,232.005
50204,Rural Municipality,Lumbini,Gangadeb Rural Municipality,Rolpa,2024,88.286,83.3,,5,17,86.59,277.95
50210,Rural Municipality,Lumbini,Lungri Rural Municipality,Rolpa,2024,135.129,86.6,,5,15,131.876,245.577
50208,Rural Municipality,Lumbini,Runtigadhi Rural Municipality,Rolpa,2024,114.976,98.5,,5,7,140.973,326.605
50205,Rural Municipality,Lumbini,Maadi Rural Municipality,Rolpa,2024,120.224,78.8,,5,11.5,92.087,243.193
50203,Rural Municipality,Lumbini,Paribartan Rural Municipality,Rolpa,2024,140.311,85.7,,5.5,11.5,101.546,282.489
50202,Rural Municipality,Lumbini,Thabang Rural Municipality,Rolpa,2024,118.061,68.6,,5,7,114.708,173.145
50206,Rural Municipality,Lumbini,Tribeni Rural Municipality,Rolpa,2024,103.426,95.2,,7.5,10,136.891,315.733
50102,Rural Municipality,Lumbini,Sishne Rural Municipality,Rukum East,2024,103.944,107.2,,10.5,16,99.336,329.184
50103,Rural Municipality,Lumbini,Bhume Rural Municipality,Rukum East,2024,101.012,106.4,,10,8,151.491,292.793
50101,Rural Municipality,Lumbini,Putha Uttarganga Rural Municipality,Rukum East,2024,107.936,100.6,,8,5.5,111.497,321.197
50402,Rural Municipality,Lumbini,Satyabati Rural Municipality,Gulmi,2024,171.421,97,,8,20,146.193,359.939
50412,Rural Municipality,Lumbini,Ruru Rural Municipality,Gulmi,2024,58.215,85.4,,13.5,13.5,189.963,337.169
50406,Rural Municipality,Lumbini,Malika Rural Municipality,Gulmi,2024,150.813,91,,13,16,160.3,322.383
50407,Rural Municipality,Lumbini,Madane Rural Municipality,Gulmi,2024,170.742,92.4,,5,16,184.23,291.673
50408,Rural Municipality,Lumbini,Dhurkot Rural Municipality,Gulmi,2024,56.356,93.7,,10,21.5,176.832,485.59
50411,Rural Municipality,Lumbini,Chhatrakot Rural Municipality,Gulmi,2024,175.377,93.5,,13,18,184.723,310.513
50403,Rural Municipality,Lumbini,Chandrakot Rural Municipality,Gulmi,2024,17.545,93.8,,10,12,130.794,450.67
50410,Rural Municipality,Lumbini,Gulmidurbar Rural Municipality,Gulmi,2024,24.287,94.4,,8,15,119.345,442.514
50401,Rural Municipality,Lumbini,Kaligandaki Rural Municipality,Gulmi,2024,174.752,84.6,,13,6,126.541,327.211
50405,Rural Municipality,Lumbini,Ishma Rural Municipality,Gulmi,2024,30.434,89.6,,7,18,120.255,413.217
50502,Rural Municipality,Lumbini,Malarani Rural Municipality,Arghakhachi,2024,245.59,104.2,,8,8,119.457,403.229
